id,mbti_personality,pers_id
14597351,infp,0
14277464,infp,0
700805247543992320,infp,0
918882245578055681,infp,0
16500697,infp,0
376929798,infp,0
1033707782,infp,0
3029424012,infp,0
15442853,infp,0
72845362,infp,0
21164991,infp,0
323961458,infp,0
37849864,infp,0
14568637,infp,0
22268814,infp,0
17250291,infp,0
4303869256,infp,0
16588866,infp,0
226679740,infp,0
324624156,infp,0
23101159,infp,0
16844074,infp,0
1239899076,infp,0
97262142,infp,0
393885443,infp,0
574855688,infp,0
15963054,infp,0
82813045,infp,0
260496655,infp,0
2291851172,infp,0
2680574017,infp,0
31561041,infp,0
717130667520208896,infp,0
51363110,infp,0
33764287,infp,0
111503402,infp,0
67154681,infp,0
20691309,infp,0
3398839803,infp,0
516740119,infp,0
46350300,infp,0
47708894,infp,0
1343086021,infp,0
1931516048,infp,0
8857792,infp,0
19864386,infp,0
1170394190,infp,0
47032714,infp,0
89157021,infp,0
25832202,infp,0
15799383,infp,0
37411945,infp,0
800986361251721216,infp,0
585415651,infp,0
221150567,infp,0
222004586,infp,0
174629833,infp,0
19659682,infp,0
2944526074,infp,0
1182557120,infp,0
4888752173,infp,0
14294793,infp,0
1849549172,infp,0
719028691762876416,infp,0
14128866,infp,0
269573457,infp,0
2279200929,infp,0
67247605,infp,0
29365544,infp,0
11611232,infp,0
23828419,infp,0
51066906,infp,0
110026765,infp,0
1176906397,infp,0
2347710324,infp,0
23347398,infp,0
760820757647724545,infp,0
34799724,infp,0
36332281,infp,0
776070518025977856,infp,0
349404708,infp,0
2816543621,infp,0
254541203,infp,0
50013800,infp,0
926949357294940160,infp,0
1080141636,infp,0
1584914886,infp,0
105035441,infp,0
17335247,infp,0
2273173215,infp,0
2442053450,infp,0
218821430,infp,0
203410283,infp,0
129853746,infp,0
4700842215,infp,0
961337251144716288,infp,0
21368837,infp,0
451870996,infp,0
128473550,infp,0
282778426,infp,0
1024583368921546753,infp,0
3146218109,infp,0
1287271380,infp,0
66988131,infp,0
3579120562,infp,0
715497026,infp,0
91358337,infp,0
786771,infp,0
37688824,infp,0
1058410079639072768,infp,0
6882312,infp,0
1881640417,infp,0
3016352509,infp,0
46858606,infp,0
1262517900,infp,0
6016732,infp,0
3309651997,infp,0
492417449,infp,0
806605918800486401,infp,0
3135474604,infp,0
304148685,infp,0
26939090,infp,0
35029140,infp,0
859622936,infp,0
54396646,infp,0
213158344,infp,0
222680647,infp,0
222299345,infp,0
964237553346994177,infp,0
2418197455,infp,0
193527368,infp,0
568570290,infp,0
17881097,infp,0
712408483,infp,0
1579770199,infp,0
258443410,infp,0
22841261,infp,0
479320703,infp,0
65340443,infp,0
1102300825207083009,infp,0
895669692374712321,infp,0
19750878,infp,0
289130945,infp,0
782987339425603584,infp,0
939605172,infp,0
36915901,infp,0
15932276,infp,0
1034150674186031111,infp,0
37862936,infp,0
81619467,infp,0
44366743,infp,0
2692449739,infp,0
21252532,infp,0
24398302,infp,0
1276965817,infp,0
158984836,infp,0
2526101137,infp,0
1080448694414131201,infp,0
14575481,infp,0
993247972099022849,infp,0
23725004,infp,0
2974164754,infp,0
156540817,infp,0
19816685,infp,0
1009196004858621953,infp,0
30078184,infp,0
4484969789,infp,0
18909428,infp,0
836386225040678912,infp,0
213237883,infp,0
3340242313,infp,0
2499949643,infp,0
1207408585,infp,0
707694125454196736,infp,0
1079500796457308161,infp,0
61268921,infp,0
430866845,infp,0
4724381125,infp,0
105148088,infp,0
4819908609,infp,0
55917719,infp,0
207209450,infp,0
40689653,infp,0
9208552,infp,0
292020434,infp,0
2920619140,infp,0
71414569,infp,0
861986568566960128,infp,0
4594932924,infp,0
518903347,infp,0
41539600,infp,0
2704112210,infp,0
4264738096,infp,0
21272876,infp,0
27988407,infp,0
1031965927,infp,0
18483247,infp,0
378421052,infp,0
49027317,infp,0
3241635122,infp,0
865040700894662656,infp,0
831984283430580224,infp,0
29023035,infp,0
1008047515713732608,infp,0
99765138,infp,0
763637696313036800,infp,0
1102223468932853762,infp,0
48795503,infp,0
1263349326,infp,0
89455020,infp,0
131508425,infp,0
15480885,infp,0
49076349,infp,0
958303685557157888,infp,0
2949475111,infp,0
1521791,infp,0
3120732363,infp,0
2843796868,infp,0
1001041357035786241,infp,0
292446376,infp,0
3004566816,infp,0
307577450,infp,0
278230935,infp,0
940595021165809669,infp,0
1607906533,infp,0
786641479917772801,infp,0
92871957,infp,0
634568124,infp,0
884803593412513793,infp,0
2258228634,infp,0
4046674336,infp,0
346294862,infp,0
32590254,infp,0
16607908,infp,0
49986029,infp,0
2879858068,infp,0
6582382,infp,0
1057596327515828225,infp,0
1135721056176693249,infp,0
137368540,infp,0
1040163558410084352,infp,0
1149747402,infp,0
2351903394,infp,0
499047890,infp,0
4396259302,infp,0
19306874,infp,0
17498609,infp,0
236449632,infp,0
829361935867052032,infp,0
16206631,infp,0
2793881276,infp,0
844168762945343488,infp,0
88623846,infp,0
2466564308,infp,0
3333153148,infp,0
1675931311,infp,0
3183918071,infp,0
14176585,infp,0
630899499,infp,0
68898419,infp,0
122056036,infp,0
578285074,infp,0
343068712,infp,0
27954330,infp,0
1139536161301397504,infp,0
269300051,infp,0
738762251679584256,infp,0
1066884882121613317,infp,0
41200735,infp,0
16358723,infp,0
187025357,infp,0
3179207023,infp,0
3327203289,infp,0
145956538,infp,0
930827715506245632,infp,0
45358131,infp,0
155991351,infp,0
3432299781,infp,0
194789899,infp,0
376175166,infp,0
181849055,infp,0
903971401,infp,0
832503892269158400,infp,0
494486938,infp,0
1922426912,infp,0
214137228,infp,0
788446407690555392,infp,0
943608648907051012,infp,0
2874707619,infp,0
225240516,infp,0
184416445,infp,0
2455406011,infp,0
1061293410567380992,infp,0
29599584,infp,0
18363593,infp,0
2223298220,infp,0
1141821206074667008,infp,0
397092803,infp,0
389697804,infp,0
869733510256369664,infp,0
63608756,infp,0
827277681263726594,infp,0
258029149,infp,0
4109400499,infp,0
430507728,infp,0
31277457,infp,0
225139989,infp,0
2758844212,infp,0
18464634,infp,0
1390383883,infp,0
410936408,infp,0
50295612,infp,0
1857186037,infp,0
216829894,infp,0
711761809,infp,0
816050447962296320,infp,0
99871983,infp,0
69455489,infp,0
75717825,infp,0
1138562112895066112,infp,0
1020879985,infp,0
700447833036607488,infp,0
4777224753,infp,0
504345097,infp,0
19544414,infp,0
1052594287383216128,infp,0
956004158,infp,0
16041521,infp,0
931399520352694272,infp,0
6676812,infp,0
985997635009040385,infp,0
328525180,infp,0
2786853190,infp,0
1031159027990978560,infp,0
3074574717,infp,0
990350744984391680,infp,0
102258551,infp,0
14935918,infp,0
1213731913,infp,0
81349986,infp,0
24548029,infp,0
1491257526,infp,0
2409412118,infp,0
1076323702348763137,infp,0
595445552,infp,0
224830762,infp,0
346326026,infp,0
34101309,infp,0
261778164,infp,0
3291083785,infp,0
2468434812,infp,0
2503621444,infp,0
769250851,infp,0
2374417530,infp,0
1100639837936177152,infp,0
1103372095,infp,0
63669863,infp,0
2178768699,infp,0
3234307992,infp,0
85658736,infp,0
845361177228140544,infp,0
3112224443,infp,0
28040730,infp,0
22905245,infp,0
4903688046,infp,0
1436834545,infp,0
2569929450,infp,0
3293110604,infp,0
289502898,infp,0
14714007,infp,0
2335400172,infp,0
1000954213415841792,infp,0
985652434612695046,infp,0
946635544838246400,infp,0
14355009,infp,0
10952802,infp,0
1055631130077155330,infp,0
733417760953262082,infp,0
1067297078986997761,infp,0
9162712,infp,0
946829109715283968,infp,0
1920218792,infp,0
29496847,infp,0
5946592,infp,0
176218060,infp,0
3953469012,infp,0
2583350124,infp,0
432955507,infp,0
257421104,infp,0
886246243114115075,infp,0
235126574,infp,0
1095708062445432833,infp,0
20578443,infp,0
3030718712,infp,0
19198174,infp,0
16294262,infp,0
14349030,infp,0
1130928661664866305,infp,0
17934442,infp,0
295290110,infp,0
325811722,infp,0
67663405,infp,0
1973192804,infp,0
3300410099,infp,0
75030348,infp,0
63004433,infp,0
49956458,infp,0
121629763,infp,0
67938282,infp,0
2551290204,infp,0
2340520843,infp,0
1105862943755759617,infp,0
15356455,infp,0
1002468904160067585,infp,0
3399028152,infp,0
936468999784644609,infp,0
215749488,infp,0
381648937,infp,0
2353373210,infp,0
1051196616609271810,infp,0
3160117410,infp,0
14085457,infp,0
798026002349727744,infp,0
738111881911644160,infp,0
22540608,infp,0
190161457,infp,0
1007857970535804928,infp,0
2466658572,infp,0
14325397,infp,0
2962839153,infp,0
828328097141424129,infp,0
1096163535002963968,infp,0
372951420,infp,0
44267628,infp,0
29724083,infp,0
793680992280121344,infp,0
935956694,infp,0
845421155834056708,infp,0
265159673,infp,0
21748920,infp,0
814093748498038784,infp,0
55376301,infp,0
871351672961982464,infp,0
102542738,infp,0
130414346,infp,0
543874796,infp,0
521871064,infp,0
179226473,infp,0
1107416026889613312,infp,0
264356926,infp,0
1242682988,infp,0
14747145,infp,0
782760354480791552,infp,0
282111831,infp,0
339632791,infp,0
1046500507433357313,infp,0
16522603,infp,0
160417283,infp,0
1947317701,infp,0
14283356,infp,0
13458022,infp,0
926172202315210752,infp,0
17138424,infp,0
21793905,infp,0
44829563,infp,0
746202921595895810,infp,0
22844942,infp,0
1146891333837004801,infp,0
891922523025096704,infp,0
1018799674726277120,infp,0
311114081,infp,0
3006768601,infp,0
472736425,infp,0
14410357,infp,0
132583377,infp,0
608601359,infp,0
713779973241352192,infp,0
595925154,infp,0
35541141,infp,0
2692907773,infp,0
882447074951909380,infp,0
1076169620749467648,infp,0
1102368841198268416,infp,0
758417930,infp,0
1038506145621729280,infp,0
1522761336,infp,0
56463610,infp,0
426720007,infp,0
832780468491673600,infp,0
190271772,infp,0
1058805585410514945,infp,0
893900539083313152,infp,0
582350932,infp,0
473363790,infp,0
348414917,infp,0
31254511,infp,0
1122656116029251586,infp,0
130010650,infp,0
2293805898,infp,0
294106483,infp,0
2657724193,infp,0
991216917980397568,infp,0
320746821,infp,0
50305181,infp,0
989581407042220033,infp,0
707279034535780352,infp,0
1062168526855831553,infp,0
386530333,infp,0
990907858635063297,infp,0
1046355508846841856,infp,0
722885865475694592,infp,0
255686744,infp,0
26086616,infp,0
256296032,infp,0
737868807331577857,infp,0
2547320100,infp,0
1136316522,infp,0
405208498,infp,0
1031293856329949184,infp,0
20912674,infp,0
2575295917,infp,0
76868020,infp,0
566399388,infp,0
26935771,infp,0
957632967819620353,infp,0
1522325390,infp,0
2471370733,infp,0
3664575435,infp,0
697433,infp,0
908458859831939073,infp,0
751297038176821249,infp,0
988732400128507905,infp,0
1119955700220928000,infp,0
1029454884041646081,infp,0
33438560,infp,0
228937141,infp,0
915281568553488386,infp,0
3012877999,infp,0
3188545027,infp,0
742489279599771649,infp,0
2300496327,infp,0
4244217134,infp,0
1626122004,infp,0
953450740005134336,infp,0
1902107767,infp,0
22590209,infp,0
1700946428,infp,0
465939877,infp,0
1032306215928385536,infp,0
192489287,infp,0
1133431940743176193,infp,0
1120736395788783616,infp,0
3288023443,infp,0
2376758281,infp,0
1105716817518100487,infp,0
1111774676378943488,infp,0
1105955804648259586,infp,0
1003508189223104512,infp,0
28731545,infp,0
1063668477871960064,infp,0
1026975602882932737,infp,0
1001627508691881985,infp,0
1614883178,infp,0
16712696,infp,0
1014319024199651333,infp,0
114226782,infp,0
829381854868430848,infp,0
131504941,infp,0
3300538918,infp,0
471198010,infp,0
3403218160,infp,0
1018696571603410945,infp,0
971461506738003968,infp,0
12444,infp,0
1429805563,infp,0
596905770,infp,0
3431193771,infp,0
4042470256,infp,0
1046592667986145282,infp,0
1141136499368321024,infp,0
822012588481515520,infp,0
1029558119989301252,infp,0
1048302364791398401,infp,0
1089930985939046401,infp,0
1175158216495382528,infp,0
1385024064,infp,0
1214886103,infp,0
950765113211957249,infp,0
30780225,infp,0
964261563921305600,infp,0
763786846102958081,infp,0
889501389856157698,infp,0
930538690358726656,infp,0
30666782,infp,0
1069911613552115713,infp,0
418555917,infp,0
875419014448771072,infp,0
796257487766712320,infp,0
881303585044254720,infp,0
968840891883376640,infp,0
1114951173537030144,infp,0
1031665481957167104,infp,0
1149488038206042114,infp,0
1121791471437279232,infp,0
4260519614,infp,0
1109585383589851140,infp,0
1114645347614318592,infp,0
18645048,infp,0
10825082,infp,0
865371578631995392,infp,0
89784243,infp,0
1068170528685473792,infp,0
1117828009338245121,infp,0
710233992511893504,infp,0
1066196509295808512,infp,0
852051198043496448,infp,0
547224190,infp,0
260066978,enfp, 1
98221214,enfp, 1
14413604,enfp, 1
277170191,enfp, 1
30767630,enfp, 1
340726004,enfp, 1
40026554,enfp, 1
347416180,enfp, 1
25776263,enfp, 1
124920374,enfp, 1
8491572,enfp, 1
2156375305,enfp, 1
46994377,enfp, 1
2458114348,enfp, 1
17018770,enfp, 1
264719430,enfp, 1
20159794,enfp, 1
3106772742,enfp, 1
54039117,enfp, 1
835949124,enfp, 1
90392909,enfp, 1
29925662,enfp, 1
387055923,enfp, 1
271179703,enfp, 1
22823889,enfp, 1
137089082,enfp, 1
24553921,enfp, 1
15134952,enfp, 1
560532544,enfp, 1
22544470,enfp, 1
147020776,enfp, 1
18567416,enfp, 1
593806376,enfp, 1
821873539,enfp, 1
278755526,enfp, 1
124655863,enfp, 1
241307402,enfp, 1
197237126,enfp, 1
38138436,enfp, 1
18353495,enfp, 1
29225483,enfp, 1
566852387,enfp, 1
52698864,enfp, 1
136238655,enfp, 1
405208716,enfp, 1
17322991,enfp, 1
257644524,enfp, 1
32167968,enfp, 1
270533886,enfp, 1
437381501,enfp, 1
1668404257,enfp, 1
59866544,enfp, 1
30863142,enfp, 1
113570396,enfp, 1
249435544,enfp, 1
160123913,enfp, 1
48115899,enfp, 1
76980539,enfp, 1
541448469,enfp, 1
1242253442,enfp, 1
3334585858,enfp, 1
123169324,enfp, 1
3019010370,enfp, 1
131295192,enfp, 1
21899238,enfp, 1
139876371,enfp, 1
19586260,enfp, 1
5660312,enfp, 1
17447402,enfp, 1
46965975,enfp, 1
2654,enfp, 1
21733928,enfp, 1
248477609,enfp, 1
229018858,enfp, 1
311754991,enfp, 1
52148898,enfp, 1
51049990,enfp, 1
719171874,enfp, 1
127615653,enfp, 1
256141255,enfp, 1
24855881,enfp, 1
349190771,enfp, 1
716100448483041282,enfp, 1
2374432188,enfp, 1
33621890,enfp, 1
48457805,enfp, 1
2252599692,enfp, 1
115513801,enfp, 1
35832409,enfp, 1
182564383,enfp, 1
37431624,enfp, 1
187195354,enfp, 1
23659945,enfp, 1
50036475,enfp, 1
794089004,enfp, 1
34877631,enfp, 1
280489373,enfp, 1
67261403,enfp, 1
470065454,enfp, 1
22123108,enfp, 1
3430388903,enfp, 1
384187207,enfp, 1
71762577,enfp, 1
12748342,enfp, 1
339254611,enfp, 1
1701543709,enfp, 1
589596296,enfp, 1
155548343,enfp, 1
38593698,enfp, 1
228897489,enfp, 1
3139959816,enfp, 1
116588460,enfp, 1
40754869,enfp, 1
830946630819991552,enfp, 1
70951712,enfp, 1
16915480,enfp, 1
1023580412659097600,enfp, 1
740056932,enfp, 1
138741007,enfp, 1
46186432,enfp, 1
91285445,enfp, 1
14594582,enfp, 1
1599332040,enfp, 1
348815866,enfp, 1
47067063,enfp, 1
218171152,enfp, 1
18585652,enfp, 1
283768539,enfp, 1
382148158,enfp, 1
791125,enfp, 1
160238168,enfp, 1
335577548,enfp, 1
1056372859579305985,enfp, 1
124623374,enfp, 1
410100700,enfp, 1
44138598,enfp, 1
3100631405,enfp, 1
838482313134559232,enfp, 1
1306403996,enfp, 1
101161407,enfp, 1
930637983052652545,enfp, 1
92344629,enfp, 1
15278583,enfp, 1
3349867499,enfp, 1
538524241,enfp, 1
50595242,enfp, 1
2505325850,enfp, 1
14467888,enfp, 1
573130390,enfp, 1
957560260960514048,enfp, 1
99736423,enfp, 1
31056817,enfp, 1
152562890,enfp, 1
18727110,enfp, 1
1177257806,enfp, 1
499791245,enfp, 1
27241029,enfp, 1
444372068,enfp, 1
23364972,enfp, 1
17047265,enfp, 1
21683337,enfp, 1
17957696,enfp, 1
89953236,enfp, 1
3383326797,enfp, 1
113952810,enfp, 1
1542922561,enfp, 1
145825868,enfp, 1
320375518,enfp, 1
722160385,enfp, 1
134751590,enfp, 1
253933802,enfp, 1
35265809,enfp, 1
42071780,enfp, 1
472727922,enfp, 1
151173451,enfp, 1
16403267,enfp, 1
785303622,enfp, 1
948157358,enfp, 1
174554149,enfp, 1
601914161,enfp, 1
68399281,enfp, 1
1281426013,enfp, 1
15522938,enfp, 1
61173084,enfp, 1
564937034,enfp, 1
21599186,enfp, 1
490873127,enfp, 1
98466235,enfp, 1
827740895659249665,enfp, 1
4642262178,enfp, 1
1613428460,enfp, 1
309335946,enfp, 1
47281390,enfp, 1
415272861,enfp, 1
42026334,enfp, 1
2305353379,enfp, 1
35497434,enfp, 1
39983048,enfp, 1
13966982,enfp, 1
86232435,enfp, 1
33632599,enfp, 1
74733407,enfp, 1
28824413,enfp, 1
26512057,enfp, 1
108435264,enfp, 1
256458028,enfp, 1
212796857,enfp, 1
212405960,enfp, 1
748912927151882240,enfp, 1
63927855,enfp, 1
1539471,enfp, 1
26448372,enfp, 1
1002648904213630976,enfp, 1
32264631,enfp, 1
2957929346,enfp, 1
38757830,enfp, 1
15953169,enfp, 1
579961180,enfp, 1
318470084,enfp, 1
41292290,enfp, 1
301386386,enfp, 1
62465415,enfp, 1
197275987,enfp, 1
29997860,enfp, 1
25828079,enfp, 1
1033089243197964288,enfp, 1
344737041,enfp, 1
144880324,enfp, 1
65399190,enfp, 1
370508825,enfp, 1
15250690,enfp, 1
328249744,enfp, 1
330070021,enfp, 1
57380289,enfp, 1
1290219224,enfp, 1
31677020,enfp, 1
3089128954,enfp, 1
196506836,enfp, 1
271646300,enfp, 1
19259412,enfp, 1
2860210808,enfp, 1
182266272,enfp, 1
52819570,enfp, 1
866382668,enfp, 1
850521348061495296,enfp, 1
197867309,enfp, 1
2292111114,enfp, 1
401350043,enfp, 1
917794632,enfp, 1
35497172,enfp, 1
122765469,enfp, 1
19614883,enfp, 1
22124507,enfp, 1
18005943,enfp, 1
16535455,enfp, 1
265651109,enfp, 1
64603145,enfp, 1
53416137,enfp, 1
323494385,enfp, 1
18178390,enfp, 1
39334868,enfp, 1
260835663,enfp, 1
1595486762,enfp, 1
162207748,enfp, 1
1607119284,enfp, 1
3954330974,enfp, 1
933308161,enfp, 1
100622447,enfp, 1
15883819,enfp, 1
384358195,enfp, 1
33152062,enfp, 1
303597232,enfp, 1
98731464,enfp, 1
146239589,enfp, 1
760146922615279616,enfp, 1
48287979,enfp, 1
278782475,enfp, 1
579175256,enfp, 1
14218895,enfp, 1
16551948,enfp, 1
17567460,enfp, 1
489052291,enfp, 1
24349355,enfp, 1
1480875494,enfp, 1
191374108,enfp, 1
226009695,enfp, 1
285323254,enfp, 1
447299930,enfp, 1
38583581,enfp, 1
311082399,enfp, 1
15755658,enfp, 1
926135708,enfp, 1
21812653,enfp, 1
57997050,enfp, 1
879939061288456192,enfp, 1
388501902,enfp, 1
109428798,enfp, 1
631443535,enfp, 1
200284602,enfp, 1
721102363,enfp, 1
284368747,enfp, 1
1063970924343566337,enfp, 1
238460856,enfp, 1
14120380,enfp, 1
55050807,enfp, 1
878012930322821120,enfp, 1
16980254,enfp, 1
220220703,enfp, 1
221311859,enfp, 1
96061188,enfp, 1
24273188,enfp, 1
22840740,enfp, 1
139761115,enfp, 1
208122546,enfp, 1
2506920976,enfp, 1
4691679558,enfp, 1
2470443351,enfp, 1
796246185216536585,enfp, 1
22973597,enfp, 1
19073591,enfp, 1
409729256,enfp, 1
191306541,enfp, 1
981975334634639361,enfp, 1
1071776443963752448,enfp, 1
38892337,enfp, 1
346313839,enfp, 1
14507218,enfp, 1
21074399,enfp, 1
77321698,enfp, 1
742100528247635968,enfp, 1
82319652,enfp, 1
19140187,enfp, 1
9000,enfp, 1
72245696,enfp, 1
84772941,enfp, 1
41524215,enfp, 1
16610124,enfp, 1
281874053,enfp, 1
413822605,enfp, 1
42530181,enfp, 1
36157916,enfp, 1
1429001815,enfp, 1
74081624,enfp, 1
145656960,enfp, 1
24054713,enfp, 1
16089567,enfp, 1
40998625,enfp, 1
105549208,enfp, 1
22535895,enfp, 1
51973042,enfp, 1
7770012,enfp, 1
19236133,enfp, 1
51711163,enfp, 1
21459492,enfp, 1
74433484,enfp, 1
103214418,enfp, 1
235897888,enfp, 1
877013825421103106,enfp, 1
66581646,enfp, 1
2578632936,enfp, 1
68572781,enfp, 1
48635461,enfp, 1
59446121,enfp, 1
4338724961,enfp, 1
134133891,enfp, 1
3315084812,enfp, 1
29425291,enfp, 1
15158985,enfp, 1
15333914,enfp, 1
191299953,enfp, 1
43630388,enfp, 1
49617368,enfp, 1
7228752,enfp, 1
23631393,enfp, 1
26316503,enfp, 1
18183604,enfp, 1
21425448,enfp, 1
115131307,enfp, 1
169797727,enfp, 1
244750433,enfp, 1
2910208501,enfp, 1
2360170082,enfp, 1
3947538695,enfp, 1
118613496,enfp, 1
3304860757,enfp, 1
994166094,enfp, 1
34793688,enfp, 1
323548484,enfp, 1
948658119810396160,enfp, 1
1703200027,enfp, 1
829791702495985665,enfp, 1
30586860,enfp, 1
36611857,enfp, 1
719219994039607297,enfp, 1
808031448,enfp, 1
287955452,enfp, 1
15804156,enfp, 1
47769966,enfp, 1
35573652,enfp, 1
19602299,enfp, 1
724822242971017221,enfp, 1
169177420,enfp, 1
8346282,enfp, 1
33215157,enfp, 1
757278782,enfp, 1
1455395760,enfp, 1
194037858,enfp, 1
108459046,enfp, 1
3250993322,enfp, 1
868340490,enfp, 1
240667053,enfp, 1
2957594294,enfp, 1
57693,enfp, 1
2173963345,enfp, 1
71696074,enfp, 1
27437502,enfp, 1
58280344,enfp, 1
40236763,enfp, 1
22589806,enfp, 1
358979090,enfp, 1
2917680413,enfp, 1
550127148,enfp, 1
842042102695530503,enfp, 1
18663492,enfp, 1
250704352,enfp, 1
11928642,enfp, 1
722454931311976448,enfp, 1
24784857,enfp, 1
68294883,enfp, 1
326995947,enfp, 1
478622299,enfp, 1
41761264,enfp, 1
788464776192020482,enfp, 1
29942979,enfp, 1
47859655,enfp, 1
783566520,enfp, 1
533697166,enfp, 1
16018133,enfp, 1
263804041,enfp, 1
25603718,enfp, 1
588451166,enfp, 1
39954533,enfp, 1
41410173,enfp, 1
155640993,enfp, 1
19546337,enfp, 1
11701622,enfp, 1
69362359,enfp, 1
